Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Term_Years,log_CIHR_Contribution,Year
"Callon, Cody",University of British Columbia,Master's Award - HIV/AIDS Community-Based Research: General Stream,200811CBM,HIV/AIDS Community-Based Research - General Stream (Merged),A Drug User Led Educational Program Targeting Unsafe Injecting,17500,0,1 yr 0 mth ,1.0,9.770013301136158,2008
"Knight, Rodney E; Jauffret-Roustide, Marie",Université de Montréal,Project Grant - PA: Pandemic Preparedness and Health Emergencies Research,202209PPE,"Psychosocial, Sociocultural & Behavioural Determinants of Health","A FOCUS on youth mental health and substance use-related outcomes, inequities and trajectories during COVID-19 and beyond: A mixed-methods study in Canada and France",100000,0,1 yr 0 mth ,1.0,11.51293546492023,2022
"Maar, Marion A; Manitowabi, Darrel J; Urajnik, Diana J",Laurentian University of Sudbury,Project Grant,202003PJT,Indigenous Health Research,A First Nations Community Response to Support Recovery from Opioids: Integrating Cultural and Land-based Practices with Clinical Approaches,466651,0,4 yrs 0 mth ,0.0,13.05333907685206,2020
"Merry, Lisa A",Direct Payment,Travel Awards - Institute Community Support,201309ISU,Institute of Gender and Health,A Framework for Understanding Emergency Caesarean Birth in Migrants,2500,0,0 yr 3 mths ,0.25,7.824445930877619,2013
"Wade, Mark",University of Toronto,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201110GSD,Doctoral Research Awards - B,A Gene-Environment Interaction Model of Theory of Mind Development,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2011
"Neufeld, Hannah J",University of Western Ontario,CIHR Fellowship,201210MFE,Health Research Training A - Post-PhD (HTA),A Generational Investigation of Traditional Food Knowledge among First Nation Communities in Southwestern Ontario,92000,0,2 yrs 0 mth ,0.0,11.429554725537322,2012
"Hystad, Perry W",Direct Payment,CIHR Fellowship,201302MFE,Health Research Training A - Post-PhD (HTA),A Global Assessment of Air Pollution and Cardiovascular and Respiratory Disease in the Prospective Urban and Rural Epidemiological Study,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2013
"Masse, Louise C; Naylor, Patti-Jean",University of British Columbia,Project Grant,201610PJT,Project Grant Competition,"A Good Start Matters: Do supportive childcare centre environments, policies and practices enhance physical activity?",734400,0,5 yrs 0 mth ,0.0,13.506810479943264,2016
"Labonté, Ronald",University of Ottawa,Operating Grant,201309MOP,"Public, Community & Population Health",A Health Impact Assessment of the Trans-Pacific Partnership Agreement,145354,0,2 yrs 0 mth ,0.0,11.886934305120167,2013
"Milko, Emily",McMaster University,CIHR Café Scientifique Program,201205SCI,CIHR Café Scientifique Program,A Healthy Culture? The Health Woes of Student Life- A Series,3000,0,1 yr 0 mth ,1.0,8.006700845440367,2012
"Pakhale, Smita; McKay, Elspeth",Ottawa Hospital Research Institute,Operating Grant - HIV/AIDS CBR Program - Indigenous,201710CBA,HIV/AIDS Community-Based Research (merged),A Healthy People Initiative: A Randomized Controlled Trial Building the Socio-Economic Capital of Low Income Population At-Risk for HIV and Hepatitis C (HPI Pilot Trial),450000,0,3 yrs 0 mth ,0.0,13.017005083966255,2017
"Jama, Sadia",Ottawa Hospital Research Institute,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,A Healthy People Initiative: Improving the Socio-Economic Circumstances and Recovery Outcomes of the Homeless and At-Risk for Homelessness Populations in Ottawa and Toronto (Canada),105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2020
"Steenbeek, Audrey; O'Hearn, Tracy",Dalhousie University (Nova Scotia),Cat. Gr.: Indigenous Approaches to Wellness Research- Wellness in Cancer control,201701IA1,Indigenous Approaches to Wellness Research,A Holistic Approach to Cervical Cancer Prevention & Treatment Among Inuit Communities: Using Inuit Qaujimajatuqangit (IQ) to Guide the Development of Culturally Competent Care,150000,0,0 yr 1 mth ,0.08333333333333333,11.918397239722838,2017
"Reimer-Kirkham, Sheryl; Astle, Barbara J; Ero, Ikponwosa; Mogale, Ramadimetja S","Trinity Western University (Langley, BC)",Project Grant,202203PJT,"Public, Community & Population Health",A Human Rights and Equity-Oriented Response to the Birth Stories of Families Impacted by Albinism in Sub-Saharan Africa: Intersectoral Partnerships for Enhanced Health Professions' Education,489600,0,4 yrs 0 mth ,0.0,13.101346052661828,2022
"Nicolau, Belinda F; Rousseau, Marie-Claude",McGill University,Dissemination Events - Priority Announcement: Cancer Research,201202DCA,Dissemination Events Grants,A Joint Workshop: HeNCe Life and MuCOSAL Studies,25000,0,1 yr 0 mth ,1.0,10.12667110305036,2012
"Din Osmun, Laila","York University (Toronto, Ontario)",Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,A Longitudinal Analysis of Caregiver Emotional Availability During Routine Infant Immunizations: The Roles of Infant And Maternal Variables.,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2008
"Schwartz, Danielle",Toronto Metropolitan University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200910GSD,Doctoral Research Awards - B,A Longitudinal Examination of Childhood Sexual Abuse and Motivations For Sex As Predictors of Sexual Health Among Homeless Youth,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2009
"Exner-Cortens, Deinera M",Direct Payment,Doctoral Award - Doctoral Foreign Study Award (DFSA),201010DFS,Doctoral Research Awards - B,A Longitudinal Examination of Outcomes of Teen Dating Violence Victimization,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2010
"Watts, Allison W",Direct Payment,CIHR Fellowship,201311MFE,Health Research Training A - Post-PhD (HTA),A Longitudinal Examination of the Home Food Environment and Weight Status,100000,0,2 yrs 0 mth ,0.0,11.51293546492023,2013
"Ricciardelli, Rose; Arseneault, Bev; Groll, Dianne L",Memorial University of Newfoundland,Team Grant: Mental Wellness in Public Safety Team Grants - Correctional Services,201911MW4,Team Grant: Mental Wellness in Public Safety Team Grants - Full Application,A Longitudinal Study of Correctional Services Canada Correctional Officers' Mental Health and Well-being: The Role of Prison Work and Prisons in Shaping Correctional Staff Health and Self over Time,978858,10699,3 yrs 0 mth ,0.0,13.79414288662531,2019
"Ricciardelli, Rose",Memorial University of Newfoundland,Project Grant,202310PJT,Tri-Agency Interdisciplinary - CIHR TIR,"A Longitudinal Study of Correctional Services Canada's Correctional Workers Mental Health and Well-being: The Role of Prison Work and Prisons in Shaping Health, Organizations, Respect, and Knowledge",100000,0,1 yr 0 mth ,1.0,11.51293546492023,2023
"Chartrand, Hayley K",University of Manitoba,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201210GSD,Doctoral Research Awards - B,"A Longitudinal Study of Risk Factors, Correlates, Course and Treatment Outcomes of Adults who Engage in Non-suicidal Self-injury.",105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2012
"Chaiton, Michael O; Selby, Peter L",Centre for Addiction and Mental Health (Toronto),Catalyst Grant: Health Effects of Vaping,202006HEV,Catalyst Grant : Health Effects of Vaping,A Machine Learning Approach to Identify Drivers of E-cigarette Dependence,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2020
"Kirkland, Susan A",Dalhousie University (Nova Scotia),Catalyst Grant: Analysis of CLSA Data,201809ACD,Catalyst Grant: Analysis of CLSA Data,A Machine Learning Approach to Identifying Healthy Aging: Developing Healthy Aging Phenotypes and Personas in the Canadian Longitudinal Study on Aging,70000,0,1 yr 0 mth ,1.0,11.156264806643742,2018
"Gabel, Chelsea",McMaster University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,"A Matter of Importance: Examining the transfer, adaptation and implementation of a successful Aboriginal Women's Health Program from one remote community to another with similar needs and characteristics",70000,0,2 yrs 0 mth ,0.0,11.156264806643742,2008
"Haines-Saah, Rebecca J; Blanchette, Kevin L",University of Calgary,Operating Grant: Methamphetamine and related psychostimulant use,201909MPU,Methamphetamine and related psychostimulant use,A Meta-Ethnography of Methamphetamine Use: Mobilizing qualitative synthesis and the lived experiences of People Who Use Drugs to inform harm reduction and public health interventions in Alberta,80120,0,1 yr 0 mth ,1.0,11.291293270979947,2019
"Truelove, Stephanie",University of Western Ontario,Travel Awards - Institute Community Support,201909ISU,"Institute of Human Development, Child and Youth Health",A Meta-analysis of Children's Activity During Physical Education Lessons Taught by Generalist and Specialist Teachers,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2019
"Lachowsky, Nathan J; Magagula, Patience T",University of Victoria (British Columbia),Catalyst Grant: HIV/AIDS CBR Program - General Stream,201810CDE,HIV/AIDS Community-Based Research (merged),A Mixed Method Community-Based Research Study of Structural Factors Affecting the Health of African Migrant Women Living with HIV in British Columbia,40000,0,1 yr 0 mth ,1.0,10.596659732783579,2018
"Ainge, Timothy D","Simon Fraser University (Burnaby, B.C.)",Travel Awards - Institute Community Support,201701ISU,Summer Program in Aging,A Model of Health: Using data modelling techniques to predict health outcomes and optimize physical activity interventions for older Canadian adults,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2017
"Gauvin, Lise; Drouin, Louis",Centre hospitalier de l'Université de Montréal (CHUM),Operating Grant: Population Health Intervention Research,201112GIR,Operating Grant: Population Health Intervention Research,A Multi-City Study of the Impact of Public Bicycle Share Programs on Active Transportation and Risk of Injury,187426,0,1 yr 0 mth ,1.0,12.14114471524937,2011
"Joseph, Philip G",McMaster University,Project Grant,201604PJT,Project Grant Competition,A Multi-National Study to Understand the Burden and Risk Factors for Atrial Fibrillation,65000,0,1 yr 0 mth ,1.0,11.082157933374816,2016
"Wister, Andrew V","Simon Fraser University (Burnaby, B.C.)",Catalyst Grant: Analysis of CLSA Data,201608ACD,Catalyst Grant: Analysis of CLSA Data,"A Multi-level Analysis of Functional, Social and Psychological Multimorbidity Resilience and Aging",70000,0,1 yr 0 mth ,1.0,11.156264806643742,2016
"Rock, Melanie J; McCormack, Gavin R",University of Calgary,Operating Grant: Population Health Intervention Research,201011GIR,Operating Grant: Population Health Intervention Research,A NATURAL EXPERIMENT STUDY OF OFF-LEASH AREAS: Toward novel insights into how health is generated in urban settings,110857,0,1 yr 0 mth ,1.0,11.616005382038914,2010
"Fuselli, Pamela A",Direct Payment,Planning and Dissemination Grant - Institute Community Support,202302PCS,Planning and Dissemination Grants,"A National Multidisciplinary Priority-Setting Summit: Grab bar installation as a public health solution for preventing falls, reducing injury and improving bathroom accessibility for older adults in Canada",20000,0,1 yr 0 mth ,1.0,9.90353755128617,2023
"Rainham, Daniel Gareth C; Crouse, Dan L",Dalhousie University (Nova Scotia),Planning/Dissemination Grants - IPPH - ICS - Building Healthy Cities - General,201711PD1,Planning and Dissemination - Healthy Cities Research Initiative,A Nature-based Solutions Research Incubator (NBSRI) for Healthy Cities,10000,0,1 yr 0 mth ,1.0,9.210440366976517,2017
"Thompson, Charlene",University of Saskatchewan,Doctoral Research Award - PA: Aboriginal Research Methodologies,201610DAR,Doctoral Research Awards - B,A New Framework for Addressing Aboriginal Health Issues: A Participatory Approach in Two First Nations Communities Using Frontline Worker Input,108000,0,3 yrs 0 mth ,0.0,11.58989576532275,2016
"Larcombe, Linda A",University of Manitoba,Operating Grant: Population Health Intervention Research,201212GIR,Operating Grant: Population Health Intervention Research,A New Vision: Dene First Nations Perspectives on Healthy Housing,195910,0,0 yr 1 mth ,0.08333333333333333,12.185415753453716,2012
"Lynch, Meghan B",University of Toronto,Doctoral: Vanier Canada Graduate Scholarships,200911CGV,Vanier Canada Graduate Scholarships CIHR,A Novel Approach to Nutritional Behaviour Development in Children,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2009
"Tamblyn, Robyn M",McGill University,Operating Grant,200809MOP,"Public, Community and Population Health - B",A Novel Method for Pharmacosurveillance: Combining an Electronic Prescribing and Drug Management System and Administrative Database,317187,0,3 yrs 6 mths ,0.0,12.667249937005781,2008
"Anholt, Heather R",University of British Columbia,Doctoral Research Award: Canada Graduate Scholarships,202211FBD,Doctoral Research Awards - B,A One Health approach to investigating the ecology of East African trypanosomiasis in Malawian wildlife,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2022
"Mollayeva, Tatyana; McDonald, Michelle",University Health Network (Toronto),Op. Grant: BHCIA: KS and Mobilization Grants - Sex and Gender Differences (SGD),202306BK5,BHCIA : Knowledge Synthesis and Mobilization Grants,"A PROGRESS-Driven Approach to Cognitive Outcomes after Traumatic Brain Injury: Advancing Equity, Diversity, and Inclusion through Knowledge Synthesis and Mobilization",99950,0,1 yr 0 mth ,1.0,11.512435344880998,2023
"Ferro, Mark",University of Waterloo (Ontario),Operating Grant: Data Analysis Using Existing CDN Databases and Cohorts,202210EDC,Op.Grant:Data Analysis Using Existing Databases and Cohorts,A Pan-Canadian Study of Physical-Mental Comorbidity in Children,75000,0,1 yr 0 mth ,1.0,11.225256725762893,2022
"Cooper, Elizabeth",University of The Fraser Valley (BC),"Fellowship - PA: First Nations, Inuit and/or Métis Health",201811FRF,Health Research Training A - Post-PhD (HTA),A Path to Change: Improving Health and Wellbeing of Métis Youth in British Columbia.,135000,0,3 yrs 0 mth ,0.0,11.813037464800539,2018
